State,Last_Update,Confirmed
District of Columbia,2020-04-28,3892
Florida,2020-04-28,32138
Georgia,2020-04-28,24302
Grand Princess,2020-04-28,103
Guam,2020-04-28,141
Hawaii,2020-04-28,607
Idaho,2020-04-28,1897
Illinois,2020-04-28,45883
Indiana,2020-04-28,15961
Iowa,2020-04-28,5868
Kansas,2020-04-28,3473
Kentucky,2020-04-28,4156
Louisiana,2020-04-28,27068
Maine,2020-04-28,1023
Maryland,2020-04-28,19487
Massachusetts,2020-04-28,56462
Michigan,2020-04-28,38210
Minnesota,2020-04-28,3811
Mississippi,2020-04-28,6094
Missouri,2020-04-28,7305
Montana,2020-04-28,449
Nebraska,2020-04-28,3358
Nevada,2020-04-28,4700
New Hampshire,2020-04-28,1938
New Jersey,2020-04-28,111188
New Mexico,2020-04-28,2825
New York,2020-04-28,291996
North Carolina,2020-04-28,9321
North Dakota,2020-04-28,942
Northern Mariana Islands,2020-04-28,14
Ohio,2020-04-28,16325
Oklahoma,2020-04-28,3281
Oregon,2020-04-28,2354
Pennsylvania,2020-04-28,43558
Puerto Rico,2020-04-28,1389
Rhode Island,2020-04-28,7708
South Carolina,2020-04-28,5613
South Dakota,2020-04-28,2244
Tennessee,2020-04-28,9918
Texas,2020-04-28,25424
Utah,2020-04-28,4236
Vermont,2020-04-28,855
Virgin Islands,2020-04-28,57
Virginia,2020-04-28,13538
Washington,2020-04-28,13686
West Virginia,2020-04-28,1063
Wisconsin,2020-04-28,6081
Wyoming,2020-04-28,520
Recovered,2020-04-28,0
Province_State,Last_Update,Confirmed
Alabama,2020-04-29,6820
Alaska,2020-04-29,351
American Samoa,2020-04-29,0
Arizona,2020-04-29,6955
Arkansas,2020-04-29,3127
California,2020-04-29,46164
Colorado,2020-04-29,14316
Connecticut,2020-04-29,26312
Delaware,2020-04-29,4575
Diamond Princess,2020-04-29,49
District of Columbia,2020-04-29,3994
Florida,2020-04-29,32848
Georgia,2020-04-29,24922
Grand Princess,2020-04-29,103
Guam,2020-04-29,141
Hawaii,2020-04-29,609
Idaho,2020-04-29,1952
Illinois,2020-04-29,48102
Indiana,2020-04-29,16588
Iowa,2020-04-29,6376
Kansas,2020-04-29,3652
Kentucky,2020-04-29,4375
Louisiana,2020-04-29,27286
Maine,2020-04-29,1040
Maryland,2020-04-29,20113
Massachusetts,2020-04-29,58302
Michigan,2020-04-29,39262
Minnesota,2020-04-29,4181
Mississippi,2020-04-29,6342
Missouri,2020-04-29,7450
Montana,2020-04-29,451
Nebraska,2020-04-29,3517
Nevada,2020-04-29,4821
New Hampshire,2020-04-29,2010
New Jersey,2020-04-29,113856
New Mexico,2020-04-29,2974
New York,2020-04-29,295106
North Carolina,2020-04-29,9755
North Dakota,2020-04-29,991
Northern Mariana Islands,2020-04-29,14
Ohio,2020-04-29,16769
Oklahoma,2020-04-29,3410
Oregon,2020-04-29,2385
Pennsylvania,2020-04-29,45137
Puerto Rico,2020-04-29,1400
Rhode Island,2020-04-29,7927
South Carolina,2020-04-29,5735
South Dakota,2020-04-29,2313
Tennessee,2020-04-29,10052
Texas,2020-04-29,26376
Utah,2020-04-29,4345
Vermont,2020-04-29,862
Virgin Islands,2020-04-29,57
Virginia,2020-04-29,14339
Washington,2020-04-29,13842
West Virginia,2020-04-29,1095
Wisconsin,2020-04-29,6289
Wyoming,2020-04-29,536
Recovered,2020-04-29,0
Province_State,Last_Update,Confirmed
Alabama,2020-04-30,6979
Alaska,2020-04-30,355
American Samoa,2020-04-30,0
Arizona,2020-04-30,7209
Arkansas,2020-04-30,3193
California,2020-04-30,48747
Colorado,2020-04-30,14758
Connecticut,2020-04-30,26767
Delaware,2020-04-30,4655
Diamond Princess,2020-04-30,49
District of Columbia,2020-04-30,4106
Florida,2020-04-30,33193
Georgia,2020-04-30,25775
Grand Princess,2020-04-30,103
Guam,2020-04-30,141
Hawaii,2020-04-30,613
Idaho,2020-04-30,1952
Illinois,2020-04-30,50358
Indiana,2020-04-30,17182
Iowa,2020-04-30,6843
Kansas,2020-04-30,3839
Kentucky,2020-04-30,4537
Louisiana,2020-04-30,27660
Maine,2020-04-30,1056
Maryland,2020-04-30,20849
Massachusetts,2020-04-30,60265
Michigan,2020-04-30,40399
Minnesota,2020-04-30,4644
Mississippi,2020-04-30,6569
Missouri,2020-04-30,7660
Montana,2020-04-30,451
Nebraska,2020-04-30,3851
Nevada,2020-04-30,4934
New Hampshire,2020-04-30,2058
New Jersey,2020-04-30,116365
New Mexico,2020-04-30,3213
New York,2020-04-30,299691
North Carolina,2020-04-30,10180
North Dakota,2020-04-30,1033
Northern Mariana Islands,2020-04-30,14
Ohio,2020-04-30,17303
Oklahoma,2020-04-30,3473
Oregon,2020-04-30,2446
Pennsylvania,2020-04-30,46327
Puerto Rico,2020-04-30,1433
Rhode Island,2020-04-30,8247
South Carolina,2020-04-30,5882
South Dakota,2020-04-30,2373
Tennessee,2020-04-30,10366
Texas,2020-04-30,27384
Utah,2020-04-30,4497
Vermont,2020-04-30,862
Virgin Islands,2020-04-30,57
Virginia,2020-04-30,14962
Washington,2020-04-30,14070
West Virginia,2020-04-30,1110
Wisconsin,2020-04-30,6520
Wyoming,2020-04-30,545
Recovered,2020-04-30,0
Province_State,Last_Update,Confirmed
Alabama,2020-05-01,7187
Alaska,2020-05-01,355
American Samoa,2020-05-01,0
Arizona,2020-05-01,7655
Arkansas,2020-05-01,3281
California,2020-05-01,50130
Colorado,2020-05-01,15284
Connecticut,2020-05-01,27700
Delaware,2020-05-01,4734
Diamond Princess,2020-05-01,49
District of Columbia,2020-05-01,4323
Florida,2020-05-01,33690
Georgia,2020-05-01,26264
Grand Princess,2020-05-01,103
Guam,2020-05-01,145
Hawaii,2020-05-01,618
Idaho,2020-05-01,1984
Illinois,2020-05-01,52918
Indiana,2020-05-01,17835
Iowa,2020-05-01,7145
Kansas,2020-05-01,4413
Kentucky,2020-05-01,4708
Louisiana,2020-05-01,28001
Maine,2020-05-01,1095
Maryland,2020-05-01,21742
Massachusetts,2020-05-01,62205
Michigan,2020-05-01,41379
Minnesota,2020-05-01,5136
Mississippi,2020-05-01,6815
Missouri,2020-05-01,7818
Montana,2020-05-01,453
Nebraska,2020-05-01,4281
Nevada,2020-05-01,5053
New Hampshire,2020-05-01,2146
New Jersey,2020-05-01,118652
New Mexico,2020-05-01,3411
New York,2020-05-01,304372
North Carolina,2020-05-01,10754
North Dakota,2020-05-01,1067
Northern Mariana Islands,2020-05-01,14
Ohio,2020-05-01,18027
Oklahoma,2020-05-01,3618
Oregon,2020-05-01,2510
Pennsylvania,2020-05-01,47971
Puerto Rico,2020-05-01,1539
Rhode Island,2020-05-01,8621
South Carolina,2020-05-01,6095
South Dakota,2020-05-01,2449
Tennessee,2020-05-01,10735
Texas,2020-05-01,28748
Utah,2020-05-01,4672
Vermont,2020-05-01,866
Virgin Islands,2020-05-01,66
Virginia,2020-05-01,15847
Washington,2020-05-01,14327
West Virginia,2020-05-01,1125
Wisconsin,2020-05-01,6854
Wyoming,2020-05-01,559
Province_State,Last_Update,Confirmed
Alabama,2020-05-02,7440
Alaska,2020-05-02,364
American Samoa,2020-05-02,0
Arizona,2020-05-02,7969
Arkansas,2020-05-02,3337
California,2020-05-02,52026
Colorado,2020-05-02,15793
Connecticut,2020-05-02,28764
Delaware,2020-05-02,4918
Diamond Princess,2020-05-02,49
District of Columbia,2020-05-02,4658
Florida,2020-05-02,34728
Georgia,2020-05-02,27489
Grand Princess,2020-05-02,103
Guam,2020-05-02,145
Hawaii,2020-05-02,619
Idaho,2020-05-02,2015
Illinois,2020-05-02,56055
Indiana,2020-05-02,18630
Iowa,2020-05-02,7884
Kansas,2020-05-02,4634
Kentucky,2020-05-02,4882
Louisiana,2020-05-02,28711
Maine,2020-05-02,1123
Maryland,2020-05-02,23472
Massachusetts,2020-05-02,64311
Michigan,2020-05-02,42356
Minnesota,2020-05-02,5730
Mississippi,2020-05-02,7212
Missouri,2020-05-02,8067
Montana,2020-05-02,453
Nebraska,2020-05-02,5008
Nevada,2020-05-02,5248
New Hampshire,2020-05-02,2310
New Jersey,2020-05-02,121190
New Mexico,2020-05-02,3513
New York,2020-05-02,308314
North Carolina,2020-05-02,11070
North Dakota,2020-05-02,1107
Northern Mariana Islands,2020-05-02,14
Ohio,2020-05-02,18743
Oklahoma,2020-05-02,3748
Oregon,2020-05-02,2579
Pennsylvania,2020-05-02,49579
Puerto Rico,2020-05-02,1575
Rhode Island,2020-05-02,8962
South Carolina,2020-05-02,6258
South Dakota,2020-05-02,2525
Tennessee,2020-05-02,11891
Texas,2020-05-02,29713
Utah,2020-05-02,4828
Vermont,2020-05-02,879
Virgin Islands,2020-05-02,66
Virginia,2020-05-02,16902
Washington,2020-05-02,14637
West Virginia,2020-05-02,1152
Wisconsin,2020-05-02,7314
Wyoming,2020-05-02,566
Province_State,Last_Update,Confirmed
Alabama,2020-05-03,7700
Alaska,2020-05-03,365
American Samoa,2020-05-03,0
Arizona,2020-05-03,8364
Arkansas,2020-05-03,3372
California,2020-05-03,53347
Colorado,2020-05-03,16225
Connecticut,2020-05-03,29287
Delaware,2020-05-03,5038
Diamond Princess,2020-05-03,49
District of Columbia,2020-05-03,4797
Florida,2020-05-03,35463
Georgia,2020-05-03,28331
Grand Princess,2020-05-03,103
Guam,2020-05-03,145
Hawaii,2020-05-03,620
Idaho,2020-05-03,2061
Illinois,2020-05-03,58505
Indiana,2020-05-03,19295
Iowa,2020-05-03,8643
Kansas,2020-05-03,4885
Kentucky,2020-05-03,4879
Louisiana,2020-05-03,29140
Maine,2020-05-03,1153
Maryland,2020-05-03,24473
Massachusetts,2020-05-03,66263
Michigan,2020-05-03,43207
Minnesota,2020-05-03,6232
Mississippi,2020-05-03,7441
Missouri,2020-05-03,8356
Montana,2020-05-03,455
Nebraska,2020-05-03,5317
Nevada,2020-05-03,5389
New Hampshire,2020-05-03,2429
New Jersey,2020-05-03,123717
New Mexico,2020-05-03,3732
New York,2020-05-03,312977
North Carolina,2020-05-03,11588
North Dakota,2020-05-03,1153
Northern Mariana Islands,2020-05-03,14
Ohio,2020-05-03,19335
Oklahoma,2020-05-03,3851
Oregon,2020-05-03,2635
Pennsylvania,2020-05-03,50494
Puerto Rico,2020-05-03,1757
Rhode Island,2020-05-03,9289
South Carolina,2020-05-03,6489
South Dakota,2020-05-03,2588
Tennessee,2020-05-03,12661
Texas,2020-05-03,30930
Utah,2020-05-03,4985
Vermont,2020-05-03,886
Virgin Islands,2020-05-03,66
Virginia,2020-05-03,17738
Washington,2020-05-03,15003
West Virginia,2020-05-03,1185
Wisconsin,2020-05-03,7660
Wyoming,2020-05-03,579
Province_State,Last_Update,Confirmed
Alabama,2020-05-04,7977
Alaska,2020-05-04,368
American Samoa,2020-05-04,0
Arizona,2020-05-04,8640
Arkansas,2020-05-04,3437
California,2020-05-04,54903
Colorado,2020-05-04,16635
Connecticut,2020-05-04,29287
Delaware,2020-05-04,5208
Diamond Princess,2020-05-04,49
District of Columbia,2020-05-04,5016
Florida,2020-05-04,36078
Georgia,2020-05-04,28665
Grand Princess,2020-05-04,103
Guam,2020-05-04,145
Hawaii,2020-05-04,620
Idaho,2020-05-04,2061
Illinois,2020-05-04,61499
Indiana,2020-05-04,19933
Iowa,2020-05-04,9175
Kansas,2020-05-04,5156
Kentucky,2020-05-04,5130
Louisiana,2020-05-04,29340
Maine,2020-05-04,1185
Maryland,2020-05-04,25462
Massachusetts,2020-05-04,68087
Michigan,2020-05-04,43801
Minnesota,2020-05-04,6663
Mississippi,2020-05-04,7550
Missouri,2020-05-04,8618
Montana,2020-05-04,455
Nebraska,2020-05-04,5661
Nevada,2020-05-04,5472
New Hampshire,2020-05-04,2518
New Jersey,2020-05-04,126744
New Mexico,2020-05-04,3850
New York,2020-05-04,316415
North Carolina,2020-05-04,11770
North Dakota,2020-05-04,1191
Northern Mariana Islands,2020-05-04,14
Ohio,2020-05-04,19914
Oklahoma,2020-05-04,3972
Oregon,2020-05-04,2680
Pennsylvania,2020-05-04,51225
Puerto Rico,2020-05-04,1808
Rhode Island,2020-05-04,9477
South Carolina,2020-05-04,6626
South Dakota,2020-05-04,2631
Tennessee,2020-05-04,13177
Texas,2020-05-04,32002
Utah,2020-05-04,5175
Vermont,2020-05-04,897
Virgin Islands,2020-05-04,66
Virginia,2020-05-04,18672
Washington,2020-05-04,15185
West Virginia,2020-05-04,1195
Wisconsin,2020-05-04,7964
Wyoming,2020-05-04,586
Province_State,Last_Update,Confirmed
Alabama,2020-05-05,8203
Alaska,2020-05-05,370
American Samoa,2020-05-05,0
Arizona,2020-05-05,8924
Arkansas,2020-05-05,3491
California,2020-05-05,55884
Colorado,2020-05-05,16918
Connecticut,2020-05-05,29973
Delaware,2020-05-05,5288
Diamond Princess,2020-05-05,49
District of Columbia,2020-05-05,5170
Florida,2020-05-05,36897
Georgia,2020-05-05,29451
Grand Princess,2020-05-05,103
Guam,2020-05-05,145
Hawaii,2020-05-05,621
Idaho,2020-05-05,2106
Illinois,2020-05-05,63777
Indiana,2020-05-05,20507
Iowa,2020-05-05,9703
Kansas,2020-05-05,5383
Kentucky,2020-05-05,5245
Louisiana,2020-05-05,29673
Maine,2020-05-05,1205
Maryland,2020-05-05,26408
Massachusetts,2020-05-05,69087
Michigan,2020-05-05,43990
Minnesota,2020-05-05,7234
Mississippi,2020-05-05,7877
Missouri,2020-05-05,8946
Montana,2020-05-05,457
Nebraska,2020-05-05,6037
Nevada,2020-05-05,5630
New Hampshire,2020-05-05,2588
New Jersey,2020-05-05,128269
New Mexico,2020-05-05,4031
New York,2020-05-05,318953
North Carolina,2020-05-05,11971
North Dakota,2020-05-05,1225
Northern Mariana Islands,2020-05-05,14
Ohio,2020-05-05,20474
Oklahoma,2020-05-05,4044
Oregon,2020-05-05,2759
Pennsylvania,2020-05-05,52816
Puerto Rico,2020-05-05,1843
Rhode Island,2020-05-05,9652
South Carolina,2020-05-05,6757
South Dakota,2020-05-05,2668
Tennessee,2020-05-05,13571
Texas,2020-05-05,32787
Utah,2020-05-05,5317
Vermont,2020-05-05,902
Virgin Islands,2020-05-05,66
Virginia,2020-05-05,19493
Washington,2020-05-05,15462
West Virginia,2020-05-05,1224
Wisconsin,2020-05-05,8236
Wyoming,2020-05-05,596
Province_State,Last_Update,Confirmed
Alabama,2020-05-06,8520
Alaska,2020-05-06,371
American Samoa,2020-05-06,0
Arizona,2020-05-06,9305
Arkansas,2020-05-06,3525
California,2020-05-06,58456
Colorado,2020-05-06,17367
Connecticut,2020-05-06,30621
Delaware,2020-05-06,5371
Diamond Princess,2020-05-06,49
District of Columbia,2020-05-06,5322
Florida,2020-05-06,37439
Georgia,2020-05-06,29998
Grand Princess,2020-05-06,103
Guam,2020-05-06,145
Hawaii,2020-05-06,625
Idaho,2020-05-06,2127
Illinois,2020-05-06,65889
Indiana,2020-05-06,21033
Iowa,2020-05-06,10111
Kansas,2020-05-06,5648
Kentucky,2020-05-06,5822
Louisiana,2020-05-06,29996
Maine,2020-05-06,1226
Maryland,2020-05-06,27117
Massachusetts,2020-05-06,70271
Michigan,2020-05-06,44451
Minnesota,2020-05-06,7851
Mississippi,2020-05-06,8207
Missouri,2020-05-06,9121
Montana,2020-05-06,456
Nebraska,2020-05-06,6373
Nevada,2020-05-06,5660
New Hampshire,2020-05-06,2636
New Jersey,2020-05-06,130593
New Mexico,2020-05-06,4138
New York,2020-05-06,321192
North Carolina,2020-05-06,12510
North Dakota,2020-05-06,1266
Northern Mariana Islands,2020-05-06,14
Ohio,2020-05-06,20969
Oklahoma,2020-05-06,4127
Oregon,2020-05-06,2839
Pennsylvania,2020-05-06,53864
Puerto Rico,2020-05-06,1924
Rhode Island,2020-05-06,9933
South Carolina,2020-05-06,6841
South Dakota,2020-05-06,2721
Tennessee,2020-05-06,13690
Texas,2020-05-06,33948
Utah,2020-05-06,5449
Vermont,2020-05-06,907
Virgin Islands,2020-05-06,66
Virginia,2020-05-06,20257
Washington,2020-05-06,15594
West Virginia,2020-05-06,1246
Wisconsin,2020-05-06,8566
Wyoming,2020-05-06,604
Province_State,Last_Update,Confirmed
Alabama,2020-05-07,8769
Alaska,2020-05-07,372
American Samoa,2020-05-07,0
Arizona,2020-05-07,9707
Arkansas,2020-05-07,3611
California,2020-05-07,60616
Colorado,2020-05-07,17832
Connecticut,2020-05-07,30995
Delaware,2020-05-07,5778
Diamond Princess,2020-05-07,49
District of Columbia,2020-05-07,5461
Florida,2020-05-07,38002
Georgia,2020-05-07,30743
Grand Princess,2020-05-07,103
Guam,2020-05-07,149
Hawaii,2020-05-07,626
Idaho,2020-05-07,2158
Illinois,2020-05-07,68232
Indiana,2020-05-07,21870
Iowa,2020-05-07,10404
Kansas,2020-05-07,5993
Kentucky,2020-05-07,5934
Louisiana,2020-05-07,30399
Maine,2020-05-07,1254
Maryland,2020-05-07,28163
Massachusetts,2020-05-07,72025
Michigan,2020-05-07,45179
Minnesota,2020-05-07,8579
Mississippi,2020-05-07,8424
Missouri,2020-05-07,9323
Montana,2020-05-07,456
Nebraska,2020-05-07,6689
Nevada,2020-05-07,5741
New Hampshire,2020-05-07,2741
New Jersey,2020-05-07,131890
New Mexico,2020-05-07,4291
New York,2020-05-07,323978
North Carolina,2020-05-07,13053
North Dakota,2020-05-07,1323
Northern Mariana Islands,2020-05-07,15
Ohio,2020-05-07,21576
Oklahoma,2020-05-07,4202
Oregon,2020-05-07,2916
Pennsylvania,2020-05-07,54800
Puerto Rico,2020-05-07,1968
Rhode Island,2020-05-07,10205
South Carolina,2020-05-07,6936
South Dakota,2020-05-07,2780
Tennessee,2020-05-07,13938
Texas,2020-05-07,34955
Utah,2020-05-07,5595
Vermont,2020-05-07,908
Virgin Islands,2020-05-07,66
Virginia,2020-05-07,20257
Washington,2020-05-07,15905
West Virginia,2020-05-07,1242
Wisconsin,2020-05-07,8901
Wyoming,2020-05-07,631
Province_State,Last_Update,Confirmed
Alabama,2020-05-08,9115
Alaska,2020-05-08,374
American Samoa,2020-05-08,0
Arizona,2020-05-08,9945
Arkansas,2020-05-08,3703
California,2020-05-08,62148
Colorado,2020-05-08,18370
Connecticut,2020-05-08,31784
Delaware,2020-05-08,5939
Diamond Princess,2020-05-08,49
District of Columbia,2020-05-08,5654
Florida,2020-05-08,38828
Georgia,2020-05-08,31618
Grand Princess,2020-05-08,103
Guam,2020-05-08,149
Hawaii,2020-05-08,629
Idaho,2020-05-08,2178
Illinois,2020-05-08,70871
Indiana,2020-05-08,22503
Iowa,2020-05-08,11059
Kansas,2020-05-08,6332
Kentucky,2020-05-08,6129
Louisiana,2020-05-08,30652
Maine,2020-05-08,1330
Maryland,2020-05-08,29374
Massachusetts,2020-05-08,73721
Michigan,2020-05-08,45745
Minnesota,2020-05-08,9365
Mississippi,2020-05-08,8686
Missouri,2020-05-08,9581
Montana,2020-05-08,456
Nebraska,2020-05-08,7334
Nevada,2020-05-08,5855
New Hampshire,2020-05-08,2843
New Jersey,2020-05-08,133991
New Mexico,2020-05-08,4493
New York,2020-05-08,327469
North Carolina,2020-05-08,13540
North Dakota,2020-05-08,1371
Northern Mariana Islands,2020-05-08,15
Ohio,2020-05-08,22131
Oklahoma,2020-05-08,4330
Oregon,2020-05-08,2989
Pennsylvania,2020-05-08,55956
Puerto Rico,2020-05-08,2031
Rhode Island,2020-05-08,10530
South Carolina,2020-05-08,7142
South Dakota,2020-05-08,2906
Tennessee,2020-05-08,14096
Texas,2020-05-08,36073
Utah,2020-05-08,5724
Vermont,2020-05-08,916
Virgin Islands,2020-05-08,66
Virginia,2020-05-08,21570
Washington,2020-05-08,16231
West Virginia,2020-05-08,1287
Wisconsin,2020-05-08,9215
Wyoming,2020-05-08,635
Province_State,Last_Update,Confirmed
Alabama,2020-05-09,9437
Alaska,2020-05-09,377
American Samoa,2020-05-09,0
Arizona,2020-05-09,10526
Arkansas,2020-05-09,3747
California,2020-05-09,63779
Colorado,2020-05-09,18827
Connecticut,2020-05-09,32411
Delaware,2020-05-09,6111
Diamond Princess,2020-05-09,49
District of Columbia,2020-05-09,5899
Florida,2020-05-09,39199
Georgia,2020-05-09,32181
Grand Princess,2020-05-09,103
Guam,2020-05-09,151
Hawaii,2020-05-09,629
Idaho,2020-05-09,2178
Illinois,2020-05-09,73760
Indiana,2020-05-09,23146
Iowa,2020-05-09,11457
Kansas,2020-05-09,6667
Kentucky,2020-05-09,6288
Louisiana,2020-05-09,30855
Maine,2020-05-09,1374
Maryland,2020-05-09,30485
Massachusetts,2020-05-09,75333
Michigan,2020-05-09,46386
Minnesota,2020-05-09,10088
Mississippi,2020-05-09,9090
Missouri,2020-05-09,9733
Montana,2020-05-09,458
Nebraska,2020-05-09,7818
Nevada,2020-05-09,5920
New Hampshire,2020-05-09,2947
New Jersey,2020-05-09,135840
New Mexico,2020-05-09,4673
New York,2020-05-09,330407
North Carolina,2020-05-09,14006
North Dakota,2020-05-09,1425
Northern Mariana Islands,2020-05-09,15
Ohio,2020-05-09,23016
Oklahoma,2020-05-09,4424
Oregon,2020-05-09,3068
Pennsylvania,2020-05-09,57371
Puerto Rico,2020-05-09,2156
Rhode Island,2020-05-09,10779
South Carolina,2020-05-09,7367
South Dakota,2020-05-09,3145
Tennessee,2020-05-09,14441
Texas,2020-05-09,37276
Utah,2020-05-09,5919
Vermont,2020-05-09,919
Virgin Islands,2020-05-09,68
Virginia,2020-05-09,22342
Washington,2020-05-09,16388
West Virginia,2020-05-09,1323
Wisconsin,2020-05-09,9590
Wyoming,2020-05-09,644
Province_State,Last_Update,Confirmed
Alabama,2020-05-10,9720
Alaska,2020-05-10,378
American Samoa,2020-05-10,0
Arizona,2020-05-10,10960
Arkansas,2020-05-10,3747
California,2020-05-10,66558
Colorado,2020-05-10,19375
Connecticut,2020-05-10,32984
Delaware,2020-05-10,6277
Diamond Princess,2020-05-10,49
District of Columbia,2020-05-10,6102
Florida,2020-05-10,40001
Georgia,2020-05-10,32588
Grand Princess,2020-05-10,103
Guam,2020-05-10,151
Hawaii,2020-05-10,631
Idaho,2020-05-10,2205
Illinois,2020-05-10,76085
Indiana,2020-05-10,23732
Iowa,2020-05-10,11671
Kansas,2020-05-10,6829
Kentucky,2020-05-10,6440
Louisiana,2020-05-10,31417
Maine,2020-05-10,1408
Maryland,2020-05-10,31534
Massachusetts,2020-05-10,76743
Michigan,2020-05-10,46815
Minnesota,2020-05-10,10790
Mississippi,2020-05-10,9378
Missouri,2020-05-10,9911
Montana,2020-05-10,458
Nebraska,2020-05-10,8093
Nevada,2020-05-10,6171
New Hampshire,2020-05-10,3011
New Jersey,2020-05-10,137397
